72
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
10	0	0
10.5	0	0
11	0	0
11.5	0	0
12	0	0
12.5	0	0
13	0	0
13.5	0	0
14	0	0
14.5	0	0
15	0	0
15.5	0	0
16	0	0
16.5	0	0
17	0	0
17.5	0	0
18	0	0
18.5	0	0
19	0	0
19.5	0	0
20	0	0
20.5	0	0
21	0	0
21.5	0	0
22	0	0
22.5	0	0
23	0	0
23.5	0	0
24	0	0
24.5	0	0
25	0	0
25.5	0	0
26	0	0
26.5	0	0
27	0	0
27.5	0	0
28	0	0
28.5	0	0
29	0	0
29.5	0	0
30	0	0
30.5	0	0
31	0	0
31.5	0	0
32	0	0
32.5	0	0
33	0	0
33.5	0	0
34	0	0
34.5	0	0
35	0	0
35.5	0	0
2414
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00001880312269e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.97710035965278e+01	0.00000000000000e+00	1
2	3	4	5	1.00001876713110e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.99733764401644e+01	0.00000000000000e+00	1
3	4	5	6	1.00001873957891e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.01315805966957e+01	0.00000000000000e+00	1
4	5	6	7	1.00001872310316e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.94542091175938e+01	0.00000000000000e+00	1
5	6	7	8	1.00001871483604e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.04640060510027e+01	0.00000000000000e+00	1
6	7	8	9	1.00001871127028e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.93564416218277e+01	0.00000000000000e+00	1
7	8	9	10	1.00001870962888e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.00932295140852e+01	0.00000000000000e+00	1
8	9	10	11	1.00001870913437e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.05451525719719e+01	0.00000000000000e+00	1
9	10	11	12	1.00001870882240e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.11563733972927e+01	0.00000000000000e+00	1
10	11	12	13	1.00001870883395e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.96855479616235e+01	0.00000000000000e+00	1
11	12	13	14	1.00001870867032e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.10945506053102e+01	0.00000000000000e+00	1
12	13	14	15	1.00001870866056e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.02357642640319e+01	0.00000000000000e+00	1
13	14	15	16	1.00001870829441e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.00956050770749e+01	0.00000000000000e+00	1
14	15	16	17	1.00001870778448e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.09766084901812e+01	0.00000000000000e+00	1
15	16	17	18	1.00001870645456e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.12382641030368e+01	0.00000000000000e+00	1
16	17	18	19	1.00001870445519e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.95356915738198e+01	0.00000000000000e+00	1
17	18	19	20	1.00001870171637e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.00427237086944e+01	0.00000000000000e+00	1
18	19	20	21	1.00001869953453e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.06949620843411e+01	0.00000000000000e+00	1
19	20	21	22	1.00001869759137e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.08994704624430e+01	0.00000000000000e+00	1
20	21	22	23	1.00001869525605e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.97989499283637e+01	0.00000000000000e+00	1
21	22	23	24	1.00001869178418e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.97517142270966e+01	0.00000000000000e+00	1
22	23	24	25	1.00001868795372e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.04316363121945e+01	0.00000000000000e+00	1
23	24	25	26	1.00001868428631e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	4.97791159771499e+01	0.00000000000000e+00	1
24	25	26	27	1.00001868150115e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	5.02582723650690e+01	0.00000000000000e+00	1
