72
# x y z
0	0	0
0.5	0	0
1	0	0
1.5	0	0
2	0	0
2.5	0	0
3	0	0
3.5	0	0
4	0	0
4.5	0	0
5	0	0
5.5	0	0
6	0	0
6.5	0	0
7	0	0
7.5	0	0
8	0	0
8.5	0	0
9	0	0
9.5	0	0
10	0	0
10.5	0	0
11	0	0
11.5	0	0
12	0	0
12.5	0	0
13	0	0
13.5	0	0
14	0	0
14.5	0	0
15	0	0
15.5	0	0
16	0	0
16.5	0	0
17	0	0
17.5	0	0
18	0	0
18.5	0	0
19	0	0
19.5	0	0
20	0	0
20.5	0	0
21	0	0
21.5	0	0
22	0	0
22.5	0	0
23	0	0
23.5	0	0
24	0	0
24.5	0	0
25	0	0
25.5	0	0
26	0	0
26.5	0	0
27	0	0
27.5	0	0
28	0	0
28.5	0	0
29	0	0
29.5	0	0
30	0	0
30.5	0	0
31	0	0
31.5	0	0
32	0	0
32.5	0	0
33	0	0
33.5	0	0
34	0	0
34.5	0	0
35	0	0
35.5	0	0
2415
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00113613505644e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.23707425367754e-01	0.00000000000000e+00	1
2	3	4	5	1.00113622345140e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.25411359224563e-01	0.00000000000000e+00	1
3	4	5	6	1.00113635518378e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.26714511703361e-01	0.00000000000000e+00	1
4	5	6	7	1.00113649524765e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.14713279048347e-01	0.00000000000000e+00	1
5	6	7	8	1.00113662461462e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.30905616995741e-01	0.00000000000000e+00	1
6	7	8	9	1.00113674059319e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.12410968560984e-01	0.00000000000000e+00	1
7	8	9	10	1.00113684163050e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.24406703699641e-01	0.00000000000000e+00	1
8	9	10	11	1.00113692294948e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.31771058274441e-01	0.00000000000000e+00	1
9	10	11	12	1.00113698500513e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.41780519491308e-01	0.00000000000000e+00	1
10	11	12	13	1.00113703082796e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.17518924146684e-01	0.00000000000000e+00	1
11	12	13	14	1.00113706752445e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.40694246185913e-01	0.00000000000000e+00	1
12	13	14	15	1.00113709616664e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.26527204446303e-01	0.00000000000000e+00	1
13	14	15	16	1.00113711537430e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.24188513258990e-01	0.00000000000000e+00	1
14	15	16	17	1.00113713215098e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.38664098800578e-01	0.00000000000000e+00	1
15	16	17	18	1.00113714938268e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.42900834218819e-01	0.00000000000000e+00	1
16	17	18	19	1.00113717065343e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.14759238667067e-01	0.00000000000000e+00	1
17	18	19	20	1.00113719520584e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.22969923223810e-01	0.00000000000000e+00	1
18	19	20	21	1.00113722232516e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.33591039047160e-01	0.00000000000000e+00	1
19	20	21	22	1.00113725031231e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.36849901708694e-01	0.00000000000000e+00	1
20	21	22	23	1.00113727396667e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.18616545440274e-01	0.00000000000000e+00	1
21	22	23	24	1.00113729801780e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.42477796076938e+00	0.00000000000000e+00	8.17669841235007e-01	0.00000000000000e+00	1
